,StartDate,ExitDate,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,JobFunctionDescription,GenderCode,LocationCode,Race,Marital Status,Performance Score,Current Employee Rating,Employee ID,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Program Name,Training Type,Training Outcome
1749,07-10-2021,active,TNS,Active,Full-Time,Zone B,Full-Time,Production       ,Field Operations,Foreman,Female,4056,Asian,Married,Exceeds,2,2176,2,1,1,Communication Skills,External,Completed
1750,23-12-2020,active,PYZ,Active,Full-Time,Zone A,Full-Time,Production       ,Catv,Supervisor,Male,35807,Asian,Single,PIP,4,2177,4,2,1,Customer Service,External,Passed
1751,01-11-2022,active,WBL,Active,Contract,Zone B,Part-Time,Production       ,Fielders,Engineer,Female,86281,Hispanic,Married,PIP,4,2178,4,1,5,Communication Skills,Internal,Completed
1752,28-10-2022,27-May-23,NEL,Terminated,Contract,Zone B,Full-Time,Production       ,Project Management - Con,Supervisor,Female,28181,Black,Widowed,PIP,4,2179,1,3,1,Leadership Development,External,Passed
1753,03-11-2018,03-May-23,PL,Active,Full-Time,Zone A,Full-Time,Production       ,Field Operations,Technician,Female,74027,Hispanic,Widowed,PIP,5,2180,4,4,4,Technical Skills,External,Incomplete
1754,05-03-2019,16-Mar-20,BPC,Active,Contract,Zone A,Temporary,Production       ,Field Operations,Foreman,Female,94011,Black,Single,PIP,5,2181,2,1,4,Communication Skills,Internal,Incomplete
1755,14-03-2021,active,CCDR,Active,Full-Time,Zone A,Part-Time,Production       ,General - Eng,Engineer,Female,96129,Black,Widowed,Exceeds,4,2182,1,1,2,Communication Skills,External,Completed
1756,13-12-2018,active,SVG,Active,Contract,Zone C,Full-Time,Production       ,Finance & Accounting,Manager,Female,81415,White,Divorced,Exceeds,5,2183,4,4,2,Communication Skills,External,Completed
1757,05-09-2021,31-Mar-23,EW,Active,Full-Time,Zone C,Part-Time,Production       ,Aerial,Laborer,Female,22258,Other,Divorced,Exceeds,2,2184,2,4,4,Communication Skills,External,Failed
1758,17-05-2020,18-Feb-22,WBL,Terminated,Contract,Zone A,Full-Time,Production       ,Aerial,Groundman,Female,13138,Asian,Single,Exceeds,5,2185,4,5,5,Customer Service,Internal,Incomplete
1759,03-03-2023,23-Mar-23,NEL,Active,Part-Time,Zone A,Temporary,Production       ,Field Operations,Technician,Male,74447,Hispanic,Married,Exceeds,1,2186,4,1,1,Leadership Development,External,Failed
1760,28-02-2020,active,PL,Active,Part-Time,Zone B,Full-Time,Production       ,Engineers,Program Manager,Female,31571,Hispanic,Married,Exceeds,5,2187,2,1,5,Communication Skills,Internal,Completed
1761,11-02-2021,28-Jun-23,BPC,Active,Part-Time,Zone A,Part-Time,Production       ,Field Operations,Laborer,Female,1509,Black,Married,Exceeds,2,2188,5,4,2,Leadership Development,Internal,Incomplete
1762,25-01-2019,active,CCDR,Active,Part-Time,Zone B,Temporary,Production       ,Shop (Fleet),Shop,Female,15861,White,Divorced,Needs Improvement,5,2189,1,2,4,Customer Service,External,Passed
1763,25-04-2023,15-Jun-23,SVG,Active,Part-Time,Zone C,Full-Time,Production       ,General - Con,Laborer,Female,46637,Asian,Single,Needs Improvement,5,2190,5,2,3,Technical Skills,Internal,Completed
1764,14-02-2021,19-Apr-23,EW,Active,Contract,Zone C,Part-Time,Production       ,Engineers,Engineer,Female,47342,Asian,Married,Needs Improvement,5,2191,2,2,3,Communication Skills,Internal,Failed
1765,07-10-2020,18-Jan-23,MSC,Active,Part-Time,Zone C,Part-Time,Production       ,General - Con,Administration,Female,41219,Black,Divorced,Needs Improvement,1,2192,5,3,4,Leadership Development,External,Completed
1766,28-02-2019,01-Jun-23,NEL,Terminated,Part-Time,Zone A,Part-Time,Production       ,Field Operations,Laborer,Male,67704,White,Married,Needs Improvement,4,2193,2,2,3,Technical Skills,External,Incomplete
1767,27-07-2019,active,PL,Active,Full-Time,Zone B,Temporary,Production       ,Field Operations,Laborer,Female,57434,Other,Widowed,Needs Improvement,2,2194,1,4,1,Customer Service,External,Incomplete
1768,02-06-2023,07-Jul-23,BPC,Active,Contract,Zone C,Part-Time,Production       ,Underground,Laborer,Female,46366,Black,Single,Needs Improvement,2,2195,1,5,1,Project Management,External,Failed
1769,14-11-2022,04-Jan-23,CCDR,Terminated,Full-Time,Zone A,Full-Time,Production       ,Underground,Operator,Male,15989,White,Single,Needs Improvement,5,2196,5,2,3,Technical Skills,External,Completed
1770,22-08-2018,10-Nov-21,SVG,Terminated,Contract,Zone C,Full-Time,Production       ,Wireline Construction,Operator,Female,77437,Asian,Divorced,Needs Improvement,4,2197,2,3,1,Technical Skills,External,Passed
1771,15-12-2022,29-Dec-22,EW,Active,Contract,Zone B,Temporary,Production       ,Field Operations,Driver,Female,63184,White,Single,Exceeds,1,2198,2,4,2,Leadership Development,Internal,Failed
1772,31-05-2020,active,MSC,Active,Full-Time,Zone C,Full-Time,Production       ,General - Con,Manager,Female,15120,White,Divorced,Exceeds,4,2199,4,3,4,Project Management,External,Passed
1773,19-07-2022,active,TNS,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,Laborer,Female,4751,Asian,Single,Exceeds,4,2200,3,1,5,Project Management,External,Incomplete
1774,01-07-2020,active,PYZ,Active,Contract,Zone C,Part-Time,Production       ,Project Management - Con,Technician,Male,37225,Other,Married,Exceeds,2,2201,5,1,5,Leadership Development,Internal,Completed
1775,18-11-2020,active,WBL,Active,Contract,Zone A,Part-Time,Production       ,Project Management - Con,Project Manager,Female,92017,Asian,Married,Exceeds,4,2202,5,4,5,Customer Service,Internal,Completed
1776,29-02-2020,20-May-21,NEL,Terminated,Contract,Zone A,Part-Time,Production       ,General - Con,Technician,Female,42742,Asian,Married,Exceeds,1,2203,1,4,1,Technical Skills,External,Incomplete
1777,24-09-2021,28-Jan-22,PL,Active,Part-Time,Zone B,Part-Time,Production       ,Shop (Fleet),Supervisor,Female,58905,Other,Divorced,Needs Improvement,2,2204,5,2,3,Customer Service,Internal,Passed
1778,13-04-2022,30-Jul-23,BPC,Active,Full-Time,Zone B,Full-Time,Production       ,General - Sga,Administrator,Female,32235,Black,Divorced,Needs Improvement,4,2205,2,3,5,Leadership Development,Internal,Incomplete
1779,25-10-2022,active,CCDR,Active,Contract,Zone A,Temporary,Production       ,Field Operations,Tower Hand,Female,40461,Other,Widowed,Needs Improvement,5,2206,2,4,3,Technical Skills,Internal,Completed
1780,27-01-2021,active,SVG,Active,Full-Time,Zone C,Full-Time,Production       ,Field Operations,Welder,Female,97669,Black,Divorced,Needs Improvement,5,2207,3,3,1,Project Management,External,Incomplete
1781,21-09-2018,active,WBL,Active,Full-Time,Zone B,Full-Time,IT/IS,Fielders,Technician,Female,6040,Other,Married,Needs Improvement,5,2208,5,3,3,Technical Skills,Internal,Incomplete
1782,14-04-2020,active,PYZ,Active,Part-Time,Zone C,Part-Time,IT/IS,Wireline Construction,Groundman,Male,2170,Black,Widowed,Needs Improvement,5,2209,2,2,5,Technical Skills,External,Completed
1783,31-05-2021,31-Oct-22,PL,Active,Part-Time,Zone C,Temporary,IT/IS,Wireline Construction,Vp,Female,2360,Black,Single,Exceeds,4,2210,1,5,3,Technical Skills,Internal,Completed
1784,10-04-2020,active,WBL,Active,Contract,Zone C,Temporary,IT/IS,Field Operations,Administrator,Female,6070,White,Married,Exceeds,5,2211,1,5,3,Leadership Development,External,Completed
1785,03-07-2022,22-Mar-23,MSC,Active,Full-Time,Zone C,Part-Time,IT/IS,Field Operations,Cfo,Female,74179,White,Widowed,Exceeds,1,2212,4,1,5,Technical Skills,Internal,Incomplete
1786,15-03-2023,10-May-23,EW,Active,Part-Time,Zone A,Full-Time,IT/IS,Shop (Fleet),Shop,Female,8415,Asian,Married,Exceeds,5,2213,1,4,2,Technical Skills,Internal,Passed
1787,29-07-2021,12-Aug-22,CCDR,Active,Contract,Zone C,Full-Time,IT/IS,Field Operations,Tower Hand,Female,8196,Black,Married,Exceeds,4,2214,1,1,5,Leadership Development,Internal,Passed
1788,05-02-2022,13-Jan-23,BPC,Active,Contract,Zone B,Temporary,IT/IS,Engineers,Engineer,Female,95814,Asian,Divorced,Exceeds,1,2215,1,5,5,Customer Service,External,Failed
1789,09-11-2022,active,WBL,Active,Part-Time,Zone B,Temporary,IT/IS,General - Con,Technician,Female,21899,Hispanic,Single,Exceeds,1,2216,4,5,2,Customer Service,External,Incomplete
1790,23-11-2020,14-Dec-20,TNS,Active,Part-Time,Zone A,Temporary,IT/IS,People Services,Director,Female,52244,Hispanic,Divorced,Exceeds,4,2217,2,1,2,Communication Skills,External,Failed
1791,21-02-2019,21-Oct-22,SVG,Active,Part-Time,Zone B,Part-Time,IT/IS,Field Operations,Foreman,Female,29237,Asian,Widowed,Exceeds,4,2218,4,1,5,Technical Skills,Internal,Incomplete
1792,25-09-2022,06-May-23,SVG,Active,Part-Time,Zone C,Part-Time,IT/IS,Wireline Construction,Laborer,Female,8635,Hispanic,Widowed,Exceeds,5,2219,5,2,2,Technical Skills,External,Failed
1793,17-09-2022,active,EW,Active,Contract,Zone B,Temporary,IT/IS,General - Eng,Engineer,Female,30879,Asian,Married,Exceeds,4,2220,3,3,5,Leadership Development,External,Completed
1794,31-05-2019,active,MSC,Active,Contract,Zone C,Part-Time,IT/IS,Field Operations,Laborer,Female,49637,Hispanic,Single,Exceeds,4,2221,1,5,1,Technical Skills,Internal,Incomplete
1795,21-07-2020,18-Aug-21,TNS,Active,Part-Time,Zone A,Temporary,IT/IS,Wireline Construction,Laborer,Female,77955,Hispanic,Widowed,Exceeds,4,2222,2,3,5,Project Management,External,Failed
1796,04-07-2020,active,BPC,Active,Full-Time,Zone C,Temporary,IT/IS,Executive,Vp,Female,43748,Asian,Widowed,Exceeds,2,2223,1,1,4,Communication Skills,External,Completed
1797,13-10-2020,active,CCDR,Active,Full-Time,Zone A,Temporary,IT/IS,Wireline Construction,Groundman,Female,8958,Asian,Divorced,Exceeds,4,2224,2,1,3,Customer Service,Internal,Failed
1798,01-05-2023,active,EW,Active,Part-Time,Zone A,Full-Time,IT/IS,Engineers,Project Manager,Male,84923,Black,Divorced,Exceeds,2,2225,1,2,2,Project Management,External,Passed
1799,22-03-2019,17-Jun-21,SVG,Active,Contract,Zone A,Full-Time,IT/IS,General - Eng,Administrative,Female,73392,White,Married,Exceeds,1,2226,4,4,5,Project Management,Internal,Completed
1800,27-12-2021,active,EW,Active,Contract,Zone B,Full-Time,IT/IS,Aerial,Lineman,Female,13915,Black,Widowed,Needs Improvement,5,2227,2,3,4,Project Management,Internal,Passed
1801,12-08-2018,13-Jun-22,MSC,Active,Part-Time,Zone B,Part-Time,IT/IS,Wireless,Laborer,Female,58630,White,Divorced,PIP,4,2228,3,2,2,Technical Skills,External,Passed
1802,28-12-2022,active,TNS,Active,Part-Time,Zone A,Temporary,IT/IS,Underground,Laborer,Female,11746,Asian,Divorced,PIP,4,2229,3,1,1,Communication Skills,Internal,Incomplete
1803,25-11-2018,active,PYZ,Active,Part-Time,Zone A,Full-Time,IT/IS,General - Con,Supervisor,Female,51949,Hispanic,Married,Fully Meets,2,2230,1,5,5,Project Management,External,Passed
1804,26-12-2020,active,WBL,Active,Full-Time,Zone A,Part-Time,IT/IS,General - Con,Laborer,Female,54795,Other,Single,Fully Meets,2,2231,1,2,2,Technical Skills,Internal,Failed
1805,16-12-2022,active,NEL,Active,Part-Time,Zone A,Full-Time,IT/IS,Field Operations,Engineer,Male,79191,Hispanic,Single,Fully Meets,5,2232,4,5,2,Customer Service,External,Completed
1806,27-09-2019,active,MSC,Active,Contract,Zone B,Full-Time,IT/IS,Splicing,Lineman,Female,93777,Asian,Single,Fully Meets,1,2233,5,1,1,Customer Service,Internal,Passed
1807,20-02-2021,09-Jan-22,EW,Active,Part-Time,Zone C,Full-Time,IT/IS,Wireline Construction,Laborer,Female,87474,Black,Married,Fully Meets,2,2234,1,1,4,Communication Skills,External,Completed
1808,26-02-2022,active,CCDR,Active,Full-Time,Zone B,Full-Time,IT/IS,Shop (Fleet),Model Assistant,Female,37994,Other,Single,Fully Meets,1,2235,3,5,3,Customer Service,Internal,Failed
1809,23-12-2018,11-Oct-21,BPC,Active,Full-Time,Zone A,Temporary,IT/IS,Engineers,Project Manager,Female,44145,Hispanic,Widowed,Fully Meets,1,2236,2,1,2,Customer Service,External,Passed
1810,10-01-2022,04-Jan-23,WBL,Active,Full-Time,Zone B,Temporary,IT/IS,Underground,Laborer,Female,25760,Other,Single,Fully Meets,2,2237,2,5,2,Leadership Development,External,Completed
1811,04-03-2021,06-Dec-21,TNS,Active,Part-Time,Zone B,Temporary,IT/IS,Project Management - Con,Purchasing,Male,55252,Hispanic,Widowed,Fully Meets,2,2238,4,4,3,Communication Skills,External,Completed
1812,10-03-2023,04-Apr-23,SVG,Active,Full-Time,Zone C,Part-Time,IT/IS,Catv,Manager,Male,62468,Asian,Divorced,Fully Meets,5,2239,1,3,4,Technical Skills,Internal,Passed
1813,05-12-2018,active,SVG,Active,Part-Time,Zone B,Part-Time,IT/IS,Finance & Accounting,Accounting,Female,91567,Hispanic,Married,Fully Meets,2,2240,2,4,5,Communication Skills,Internal,Incomplete
1814,24-06-2021,active,EW,Active,Part-Time,Zone C,Part-Time,IT/IS,Technology / It,Engineer,Female,5139,Hispanic,Married,Fully Meets,2,2241,4,4,4,Communication Skills,External,Failed
1815,10-05-2022,16-Jul-22,MSC,Active,Full-Time,Zone C,Temporary,IT/IS,Field Operations,Runner,Female,48114,Hispanic,Married,Fully Meets,4,2242,3,2,4,Project Management,External,Failed
1816,13-04-2023,03-May-23,TNS,Active,Full-Time,Zone A,Part-Time,IT/IS,Finance & Accounting,Accounting,Female,90316,Other,Married,Fully Meets,4,2243,1,3,5,Leadership Development,External,Passed
1817,04-08-2022,active,PYZ,Active,Contract,Zone C,Temporary,IT/IS,Field Operations,Driller,Female,47299,Other,Married,Fully Meets,4,2244,4,2,1,Leadership Development,Internal,Passed
1818,28-02-2021,13-Jul-22,WBL,Active,Part-Time,Zone C,Part-Time,IT/IS,Engineers,Supervisor,Male,54056,Black,Divorced,Fully Meets,5,2245,2,4,4,Project Management,Internal,Incomplete
1819,14-10-2020,10-Apr-22,NEL,Active,Contract,Zone B,Part-Time,IT/IS,Field Operations,Technician,Male,7728,White,Divorced,Fully Meets,4,2246,3,4,5,Project Management,Internal,Completed
1820,10-09-2018,08-Jun-23,SVG,Active,Part-Time,Zone B,Temporary,IT/IS,Fielders,Engineer,Female,70092,Hispanic,Widowed,Fully Meets,2,2247,3,4,4,Communication Skills,External,Incomplete
1821,16-12-2022,28-May-23,EW,Active,Part-Time,Zone B,Temporary,IT/IS,Field Operations,Laborer,Female,71142,Hispanic,Widowed,Fully Meets,2,2248,1,5,5,Leadership Development,External,Incomplete
1822,28-09-2018,26-Jan-19,MSC,Active,Contract,Zone C,Part-Time,IT/IS,Field Operations,Laborer,Female,2760,Black,Divorced,Fully Meets,4,2249,3,5,5,Customer Service,External,Failed
1823,08-03-2022,26-Apr-22,TNS,Active,Contract,Zone C,Temporary,IT/IS,Aerial,Groundman,Female,13557,Asian,Married,Fully Meets,5,2250,4,2,1,Communication Skills,Internal,Failed
1824,12-01-2022,active,PYZ,Active,Part-Time,Zone B,Temporary,IT/IS,Project Management - Con,Program Manager,Female,81938,Hispanic,Divorced,Fully Meets,2,2251,4,4,4,Technical Skills,External,Incomplete
1825,08-12-2020,active,WBL,Active,Contract,Zone B,Part-Time,IT/IS,Field Operations,Coordinator,Male,73648,White,Widowed,Fully Meets,4,2252,1,3,3,Communication Skills,Internal,Completed
1826,17-11-2020,active,PYZ,Active,Full-Time,Zone A,Full-Time,IT/IS,Field Operations,Technician,Female,73024,Other,Single,Fully Meets,1,2253,5,1,2,Communication Skills,External,Incomplete
1827,18-01-2021,active,SVG,Active,Full-Time,Zone A,Part-Time,IT/IS,General - Sga,Administrator,Female,44031,Hispanic,Single,Fully Meets,2,2254,3,2,5,Project Management,Internal,Failed
1828,15-09-2020,01-Oct-21,TNS,Active,Full-Time,Zone C,Part-Time,IT/IS,Wireline Construction,Lineman,Female,67812,Hispanic,Single,Fully Meets,2,2255,1,4,4,Customer Service,Internal,Completed
1829,11-12-2019,active,WBL,Active,Part-Time,Zone C,Full-Time,IT/IS,Field Operations,Driller,Female,67840,Asian,Widowed,Fully Meets,5,2256,5,5,4,Leadership Development,Internal,Completed
1830,29-04-2021,10-Jun-22,WBL,Active,Contract,Zone B,Full-Time,IT/IS,General - Eng,Administrative,Male,77019,White,Married,Fully Meets,2,2257,4,3,5,Customer Service,External,Incomplete
1831,03-04-2021,active,TNS,Active,Full-Time,Zone C,Part-Time,IT/IS,Engineers,Engineer,Male,88137,White,Widowed,Fully Meets,2,2258,2,5,4,Technical Skills,Internal,Failed
1832,01-02-2022,active,SVG,Active,Part-Time,Zone A,Temporary,IT/IS,General - Eng,Drafter,Female,76781,Hispanic,Divorced,Fully Meets,1,2259,1,2,5,Communication Skills,External,Failed
1833,17-01-2020,30-Sep-21,EW,Active,Part-Time,Zone B,Temporary,IT/IS,Engineers,Billing,Female,17501,Hispanic,Widowed,Fully Meets,1,2260,3,1,4,Customer Service,Internal,Incomplete
1834,01-06-2022,active,MSC,Active,Full-Time,Zone B,Part-Time,IT/IS,Wireline Construction,Foreman,Female,24054,Black,Divorced,Fully Meets,2,2261,2,1,5,Project Management,External,Failed
1835,17-03-2019,active,TNS,Active,Contract,Zone A,Temporary,IT/IS,Engineers,Engineer,Female,84506,Other,Divorced,Fully Meets,2,2262,4,4,3,Communication Skills,External,Incomplete
1836,07-01-2020,active,PYZ,Active,Contract,Zone B,Temporary,IT/IS,General - Sga,Assistant,Male,10273,Hispanic,Single,Fully Meets,2,2263,3,1,4,Project Management,Internal,Incomplete
1837,24-02-2021,29-Dec-21,WBL,Active,Part-Time,Zone A,Part-Time,IT/IS,Executive,Manager,Male,4377,White,Single,Fully Meets,5,2264,1,2,3,Communication Skills,External,Failed
1838,30-12-2019,active,SVG,Active,Contract,Zone C,Part-Time,IT/IS,Field Operations,Construction Manager,Female,87370,Hispanic,Single,Fully Meets,1,2265,2,4,2,Customer Service,Internal,Failed
1839,12-05-2020,17-Mar-21,EW,Active,Full-Time,Zone B,Temporary,IT/IS,Field Operations,Construction Manager,Female,84988,Other,Single,Fully Meets,5,2266,5,3,2,Leadership Development,External,Completed
1840,04-04-2023,active,MSC,Active,Full-Time,Zone A,Part-Time,IT/IS,General - Con,Technician,Female,43148,Hispanic,Divorced,Fully Meets,4,2267,1,3,3,Technical Skills,Internal,Passed
1841,04-01-2021,28-Apr-22,TNS,Active,Contract,Zone C,Full-Time,IT/IS,General - Con,Technician,Male,58818,White,Single,Fully Meets,2,2268,2,3,2,Communication Skills,Internal,Failed
1842,28-04-2020,01-Dec-22,PYZ,Active,Full-Time,Zone C,Full-Time,IT/IS,Executive,Ceo,Male,42997,Hispanic,Divorced,Fully Meets,1,2269,5,5,1,Technical Skills,Internal,Incomplete
1843,16-04-2019,31-Jul-21,PYZ,Active,Contract,Zone C,Part-Time,IT/IS,Project Management - Con,Manager,Female,93829,Asian,Single,Fully Meets,4,2270,4,4,3,Technical Skills,Internal,Passed
1844,09-07-2022,active,SVG,Active,Full-Time,Zone A,Temporary,IT/IS,Field Operations,Tower Hand,Female,48655,Hispanic,Single,Fully Meets,2,2271,5,4,4,Customer Service,Internal,Failed
1845,29-08-2022,15-Jan-23,TNS,Active,Part-Time,Zone C,Full-Time,IT/IS,Field Operations,Laborer,Female,62715,Black,Divorced,Fully Meets,2,2272,5,5,3,Communication Skills,Internal,Passed
